title,url,offered_by,level,type,amount,eligibility,deadline,deadline_date,area,application_link,summary,scraped_at
Scholarships for International Students at University of Turin in Italy,https://www.eduvision.edu.pk/scholarships/scholarships-for-international-students-at-university-of-turin-in-italy-scholar-503,,"Masters/MPhil, PhD",Merit & Need Based,,Eligible Countries: International students can apply for these scholarships. Entrance Requirements: To be considered an international student you need: to hold a valid qualification providing access to a Master’s degree programme obtained outside the Italian education system not to have Italian citizenship. English Language Requirements: Students who gained their high school diploma abroad or from a foreign system school in Italy will be required to attend an Italian language course.,"N.A Applications will be evaluated on the basis of the GRE (Revised General Test) test results. If applicants don’t have a GRE test result, they cannot apply for the scholarship. Course Level: Scholarships are available for pursuing master’s programme at the University of Turin. Study Subject: Scholarships are awarded to study the subjects available at the university. Scholarship Award: Each scholarship amounts to 9,000 euros per year, gross of all charges for the beneficiary’s account. Eligibility: Eligible Countries: International students can apply for these scholarships. Entrance Requirements: To be considered an international student you need: to hold a valid qualification providing access to a Master’s degree programme obtained outside the Italian education system not to have Italian citizenship. English Language Requirements: Students who gained their high school diploma abroad or from a foreign system school in Italy will be required to attend an Italian language course. How to Apply: In order to be admitted and enrol in the chosen programme, non-EU students residing abroad must respect VISA procedures and deadlines concerning the access of foreign students to Italian university courses set in the Regulations issued by the Italian Ministry of Education, University and Research (MIUR). Latest Scholarships Fulbright Scholar Program HEC US Pakistan Knowledge Corridor Fully funded PhD Scholarship HEC Cuban Government MBBS Scholarships SBW Berlin Scholarship for International Students SBW Berlin Scholarship for International Students MEXT Japan Teachers Training Scholarships Turkiye Burslari Scholarships BEEF Local and Foreign scholarships for LLM and PhD in Law",,All Pakistan,,"Introduction: The University of Turin is pleased to offer 15 two-year scholarships to deserving international students willing to enrol in UniTO for the first year of a second cycle degree. The University of Turin is today one of the largest Italian Universities, open to international research and training. It carries out scientific research and organises courses in all disciplines, except for Engineering and Architecture.",2025-10-04T14:30:07.866029+00:00
Scholarships for International Undergraduate Students Middlesex University UK,https://www.eduvision.edu.pk/scholarships/scholarships-for-international-undergraduate-students-middlesex-university-uk-scholar-608,,"Bachelor, Masters/MPhil, PhD",Merit & Need Based,,Eligible Countries: Scholarships are open to international students. Entrance Requirements: Applicants must have high school degree. English Language Requirements: If English is not your first language then you will need to show that your English language skills are at a high enough level to succeed in your studies.,"N.A In the event that English isn't your first dialect then you should demonstrate that your English dialect abilities are at a sufficiently high level to prevail in your examinations. University of Middlesex Application Deadline: Open University of Middlesex Course Level: Scholarships are available for pursuing undergraduate programme. University of Middlesex Study Subject: Scholarships are awarded to study the subject offered by the university. University of Middlesex Scholarship Award: International students may be eligible for £1,000 – £2,000 towards course fees for the first year of study. Eligibility: Eligible Countries: Scholarships are open to international students. Entrance Requirements: Applicants must have high school degree. English Language Requirements: If English is not your first language then you will need to show that your English language skills are at a high enough level to succeed in your studies. How to Apply: There is no separate application for these awards; international students should apply for their chosen course through the normal application process. Successful candidates will be notified at the point of offer for a programme of study and the award amount will be deducted from their tuition fees. Latest Scholarships Fulbright Scholar Program HEC US Pakistan Knowledge Corridor Fully funded PhD Scholarship HEC Cuban Government MBBS Scholarships SBW Berlin Scholarship for International Students SBW Berlin Scholarship for International Students MEXT Japan Teachers Training Scholarships Turkiye Burslari Scholarships BEEF Local and Foreign scholarships for LLM and PhD in Law",,All Pakistan,,"The Middlesex University London is putting forth Scholarships for non-EU global college Students. Students might be qualified for £1,000 – £2,000 towards course charges for the main year of study. Middlesex University London is a state funded college in Hendon, northwest London, England.",2025-10-04T14:30:10.832344+00:00
"Scholarships for Pakistani students – University of Bedfordshire, UK",https://www.eduvision.edu.pk/scholarships/scholarships-for-pakistani-students-university-of-bedfordshire-uk-scholar-267,,"Bachelor, PhD",Merit & Need Based,,,N.A If you wish to be considered for this scholarship you will need to apply. Applicants cannot apply for the scholarship before being offered a study place at the University of Bedfordshire. Latest Scholarships Fulbright Scholar Program HEC US Pakistan Knowledge Corridor Fully funded PhD Scholarship HEC Cuban Government MBBS Scholarships SBW Berlin Scholarship for International Students SBW Berlin Scholarship for International Students MEXT Japan Teachers Training Scholarships Turkiye Burslari Scholarships BEEF Local and Foreign scholarships for LLM and PhD in Law,,All Pakistan,,"Introduction: The University offers scholarships for Pakistani students of high academic standing commencing their studies at the University of Bedfordshire. To be eligible for the International Scholarships, applicants must be a Pakistani national or permanently domiciled in Pakistan,  must have applied for a course of study and hold an unconditional offer for a course at the University of Bedfordshire. The International Scholarships are awarded on the basis of academic merit.",2025-10-04T14:30:12.787191+00:00
Scholarships for the Children of Labour,https://www.eduvision.edu.pk/scholarships/scholarships-for-the-children-of-labour-scholar-15,,"Bachelor, Intermediate, Matric, PhD",Merit Based,,,"15-03-2024 Write the address clearly and prominently. Scholarship applications received incompletely and after the due date will not be entertained. Therefore, all institutions should submit the applications by filling the following information. A letter has been sent to the institutions. Father's Computer ID Card Birth Certificate of NADRA or (B Form) or (Family Registration) Previous School Pass and Confirmed Result Card Bank Account Number of Worker's Organization Verified form (1-E) by the institution through the concerned institutions to the Directorate General of Labor by 15 March 2024 Latest Scholarships Fulbright Scholar Program HEC US Pakistan Knowledge Corridor Fully funded PhD Scholarship HEC Cuban Government MBBS Scholarships SBW Berlin Scholarship for International Students SBW Berlin Scholarship for International Students MEXT Japan Teachers Training Scholarships Turkiye Burslari Scholarships BEEF Local and Foreign scholarships for LLM and PhD in Law",,All Pakistan,,"Director General Labour Welfare Balochistan is offering scholarship to the children of laborers in the province. Scholarships will be provided to the 2 children of the labourers who are working in the organizations registered with the directorate. All those industrial and commercial establishments of Balochistan who are paying regularly under the Balochistan Education Cess Ordinance 1972, the employees of those establishments who have 2 children studying are hereby informed that for the financial year 2023-24 Applications for child scholarships are wanted.",2025-10-04T14:30:14.852764+00:00
Scholarships for Undergraduate professional colleges students of Gilgit Baltistan,https://www.eduvision.edu.pk/scholarships/scholarships-for-undergraduate-professional-colleges-students-of-gilgit-baltistan-scholar-694,,"Bachelor, Intermediate, Matric, PhD",Merit Based,,"Students fulfilling the following eligibility criteria may apply for the scholarship:  Gilgit Baltistan Domicile Enrolled in professional colleges in MBBS, BDS, Agriculture, DVM or Engineering Minimum 2nd division in FSc or Last university exam","to submit application is November 10, 2020. Application form may be obtained from the office of the directorate education colleges or may also be downloaded from directorate website www.doecgb.gov.pk Scholarships for Undergraduate professional colleges students of Gilgit Baltistan Overview Levels: Bachelor Fields: Medical, Engineering & IT, Agriculture Type Local Category Merit Based Area Gilgit Baltistan Deadline 10-11-2020 GB Scholarship for Professional Colleges Eligibility Criteria Students fulfilling the following eligibility criteria may apply for the scholarship: Gilgit Baltistan Domicile Enrolled in professional colleges in MBBS, BDS, Agriculture, DVM or Engineering Minimum 2nd division in FSc or Last university exam How to apply for GB Scholarships The application form can be obtained from the office of the Directorate Education Colleges. The application form is also available online at the directorate's website www.doecgb.gov.pk Applications can be submitted with the postal order of PKR: 100/- The last date to submit the application is November 10, 2020. Incomplete applications will not be entertained. Please complete the application in all aspects before submission. Latest Scholarships HEC Scholarships for Balochistan and Erstwhile Fata PEEF Special Quota Inter and BS Scholarships MORA Scholarship for Minority Students Punjab Honhaar Scholarship for BS Students Riphah International University Offering Upto 100 percent Scholarships for Students from Flood-Affected Areas Scholarships and Financial Assistance at Iqra University – Your Gateway to Affordable Excellence Benevolent Fund KP Merit Scholarship HRMA Announces Minorities Scholarship for Matric to PhD",,Gilgit Baltistan,,"Directorate of Education Colleges Gilgit Baltistan announces scholarships for students enrolled in undergraduate degree programs in professional colleges. Students studying MBBS, BDS, DVM, Agriculture, and Engineering programs may apply for the Scholarship for Professional Colleges Phase-II project. Limited scholarships are available on merit basis only.",2025-10-04T14:30:16.840198+00:00
Scholarships for University of Cambridge,https://www.eduvision.edu.pk/scholarships/scholarships-for-university-of-cambridge-scholar-46,,"Masters/MPhil, PhD",Merit & Need Based,,,"of receipt of applications: Application form, complete in all respect should reach the undersigned latest by Monday April 15 , 2013 through registered mail or courier service. By hand applications will not be entertained. Scholarships for University of Cambridge Overview Levels: PhD Fields: All Fields Offered By: Higher Education Commission HEC : (Click here to view all scholarships by this authority) Type International Category Merit Based Area All Pakistan Deadline N.A Latest Scholarships Fulbright Scholar Program HEC US Pakistan Knowledge Corridor Fully funded PhD Scholarship HEC Cuban Government MBBS Scholarships SBW Berlin Scholarship for International Students SBW Berlin Scholarship for International Students MEXT Japan Teachers Training Scholarships Turkiye Burslari Scholarships BEEF Local and Foreign scholarships for LLM and PhD in Law",,All Pakistan,,"Applications are invited from outstanding Pakistani nationals for the award of PhD scholarships jointly funded by HEC and Cambridge Commonwealth Trust (CCT) for the University of Cambridge, UK. Eligibility Criteria: Pakistani nationals Candidates must have minimum sixteen years of education. Maximum two second divisions throughout the academic career Maximum age on Friday April 15, 2013: 40 years for full time regular Faculty members of Public Sector Universities/Colleges and employees of the Public Sector R & D Organizations 35 years for all others Applicants need to have minimum cumulative 50% academic marks as per HEC Academic Evaluation Formula (HEC-AEF).",2025-10-04T14:30:18.828560+00:00
Scholarships on Merit and Needs Basis,https://www.eduvision.edu.pk/scholarships/scholarships-on-merit-and-needs-basis-scholar-305,,"Bachelor, Masters/MPhil, PhD",Merit & Need Based,,"1. The applicant must be a Pakistani/AJK National  2. Financial assistance & scholarships are available for study at undergraduate & graduate level in the prescribed disciplines at the selected 31 Pakistani universities and degree awarding institutions  a. Agricultural & Veterinary Sciences b. Business Administration c. Social Sciences d. Engineering & Technology e. Medical  Note I. Agricultural (incl. Veterinary Sciences and Bio Technology) II. Social Sciences includes (Peace &Conflict Studies, Anthropology, Archaeology, Economics, Linguistics, Law, Communication and Media studies, International Relations, and Psychology) III. 50% Female Seats: Women’s participation in the education sector is very low. This is to ensure that at least 50% of the awarded scholarships go to women. This allocation is especially for those coming from remote and vulnerable areas of Pakistan, who are financially needy and meet admission criteria of the selected 31 partner universities  3. Students need to compete for securing admission in the approved discipline at the participating institution as per admission policy of the institution and be enrolled in Undergraduate (4 and 5) and Graduate (2 Years and 3.5 years) programs  4. Only those students who are enrolled in first semester/professional year in the respective courses offered by the participating institutions are eligible to apply  5. The eligibility of a candidate is linked to neediness of the candidate as determined by the financial background of his/her family.","N.A To enable the academically qualified and financially needy Pakistani students to pursue higher education at select private and public universities of Pakistan in the fields of agriculture, medicine, business, social science, and engineering. To enhance the institutional capacity of the Higher Education Commission of the Government of Pakistan and local public and private sector universities in designing and implementing MNBSP Phase II. Eligibility: 1. The applicant must be a Pakistani/AJK National 2. Financial assistance & scholarships are available for study at undergraduate & graduate level in the prescribed disciplines at the selected 31 Pakistani universities and degree awarding institutions a. Agricultural & Veterinary Sciences b. Business Administration c. Social Sciences d. Engineering & Technology e. Medical Note I. Agricultural (incl. Veterinary Sciences and Bio Technology) II. Social Sciences includes (Peace &Conflict Studies, Anthropology, Archaeology, Economics, Linguistics, Law, Communication and Media studies, International Relations, and Psychology) III. 50% Female Seats: Women’s participation in the education sector is very low. This is to ensure that at least 50% of the awarded scholarships go to women. This allocation is especially for those coming from remote and vulnerable areas of Pakistan, who are financially needy and meet admission criteria of the selected 31 partner universities 3. Students need to compete for securing admission in the approved discipline at the participating institution as per admission policy of the institution and be enrolled in Undergraduate (4 and 5) and Graduate (2 Years and 3.5 years) programs 4. Only those students who are enrolled in first semester/professional year in the respective courses offered by the participating institutions are eligible to apply 5. The eligibility of a candidate is linked to neediness of the candidate as determined by the financial background of his/her family. Financial Support: The Needs Based Scholarship program covers funds for the following expenses: Tuition Fee Stipend ​​Lodging Transportation Books Incidentals How to apply: Interested applicants can receive the Scholarship Application Form from the Financial Aid Office (FAO) at the participating University/Institution. The form can also be downloaded Here​ . The Scholarship Form will be submitted along with　supporting documents to the same　Financial Aid　office (at university only) after completion. (HEC will not accept any application form directly) Students need to secure admission to any one of the approved disciplines at the participating Universities/Institutions as per their admission criteria. Please note that this scholarship program also considers partial scholarship for students already enrolled at the selected university/DAI. Please note that under this scholarships scheme, the funds are not transferred directly to students by HEC. The payment is made to the students through participating universities/institutions. Latest Scholarships Fulbright Scholar Program HEC US Pakistan Knowledge Corridor Fully funded PhD Scholarship HEC Cuban Government MBBS Scholarships SBW Berlin Scholarship for International Students SBW Berlin Scholarship for International Students MEXT Japan Teachers Training Scholarships Turkiye Burslari Scholarships BEEF Local and Foreign scholarships for LLM and PhD in Law",,All Pakistan,,"Introduction: The Higher Education Commission in partnership with the United States Agency for International Development (USAID) offers scholarships for financially disadvantaged students to study agriculture and business administration programs since 2004. The program is consistent with the HEC’s goals to support financially deserving students, widen access to quality education, and encourage academic interest in fields that are vital to Pakistan’s economic development. ​​OBJECTIVES : Scholarships on Merit and Needs Basis Overview Levels: Bachelor, MS/MPhil Fields: All Fields Offered By: USAID Funded : (Click here to view all scholarships by this authority) Type International Category Merit & Need Based Area All Pakistan Deadline N.A To enable the academically qualified and financially needy Pakistani students to pursue higher education at select private and public universities of Pakistan in the fields of agriculture, medicine, business, social science, and engineering.",2025-10-04T14:30:23.837382+00:00
School of Accountancy Accelerate International Scholarship at QUT in Australia,https://www.eduvision.edu.pk/scholarships/school-of-accountancy-accelerate-international-scholarship-at-qut-in-australia-scholar-599,,"Masters/MPhil, PhD",Merit & Need Based,,"Eligible Countries: Australian or New Zealand and International students are eligible to apply. Entrance Requirements: Scholarships are competitive and based on merit. You must: Be applying to start a Master of Philosophy in Semester 1, 2018 Have a grade point average (GPA) of 6 or above in your previous studies Conduct your research on one of these approved topics: Addressing the cash economy: evidence from foreign jurisdictions Agricultural Cooperatives: considering performance and accountability Blockchain technology and its implications for accounting Corporate board gender diversity and accounting conservatism Fraudulent financial reporting in China The relationship between taxes and corporate social responsibility: a study of socio-political determinants. English Language Requirements: The candidate should have a very good command of English language. Therefore, the application should be written in English.","N.A The applicant ought to have a decent order of English dialect. Consequently, the application ought to be composed in English. Queensland University of Technology Application Deadline: September 29, 2018 Queensland University of Technology Course Level: Scholarship is available for pursuing Master of Philosophy. Queensland University of Technology Study Subject: Scholarship is awarded within the School of Accountancy. Queensland University of Technology Scholarship Award: You’ll receive: $19,830 per year. If you’re an international student, you’ll also receive a QUT fee waiver. Eligibility: Eligible Countries: Australian or New Zealand and International students are eligible to apply. Entrance Requirements: Scholarships are competitive and based on merit. You must: Be applying to start a Master of Philosophy in Semester 1, 2018 Have a grade point average (GPA) of 6 or above in your previous studies Conduct your research on one of these approved topics: Addressing the cash economy: evidence from foreign jurisdictions Agricultural Cooperatives: considering performance and accountability Blockchain technology and its implications for accounting Corporate board gender diversity and accounting conservatism Fraudulent financial reporting in China The relationship between taxes and corporate social responsibility: a study of socio-political determinants. English Language Requirements: The candidate should have a very good command of English language. Therefore, the application should be written in English. How to Apply: Step 1: Apply for your course Apply for the Master of Philosophy. In the ‘Scholarship’ section of your application, indicate your intention to apply for the School of Accountancy’s Accelerate Scholarship. If you have questions about: Research degree application process, contact the QUT Business School Research Office The Master of Philosophy, contact the School of Accountancy HDR coordinator. Step 2: Apply for the scholarship Complete and submit the School of Accountancy Accelerate Scholarship application form (PDF file, 264.43 KB). You can apply for up to two of the approved topics. If you have questions about this scholarship, contact the School of Accountancy HDR coordinator. Latest Scholarships Fulbright Scholar Program HEC US Pakistan Knowledge Corridor Fully funded PhD Scholarship HEC Cuban Government MBBS Scholarships SBW Berlin Scholarship for International Students SBW Berlin Scholarship for International Students MEXT Japan Teachers Training Scholarships Turkiye Burslari Scholarships BEEF Local and Foreign scholarships for LLM and PhD in Law",,All Pakistan,,"The Queensland University of Technology is tolerating applications for School of Accountancy Accelerate Scholarship. The grant is accessible for future research understudies who need to think about a Master of Philosophy (Accountancy). The Queensland University of Technology is an open research college situated in the urban seaside city of Brisbane, Queensland, Australia.",2025-10-04T14:30:25.915522+00:00
School of Arts Research Studentships at Birkbeck University of London in UK,https://www.eduvision.edu.pk/scholarships/school-of-arts-research-studentships-at-birkbeck-university-of-london-in-uk-scholar-417,,"Masters/MPhil, PhD",Merit Based,,"Eligible Countries: Home/EU and international students can apply for these studentships. Entrance Requirements: Arts Research Studentships (ARS) are open to Home/EU and International applicants applying for a full-time M.Phil/PhD place within the School of Arts, starting in the 2018/19 academic year. Applications from Home/EU students for part-time study will also be considered (at an appropriate pro rata rate and extended duration). Exceptional School of Arts students currently enrolled in their first year of full-time, or first and second year of part-time study are also eligible to apply. Current students will not be required to interview. English Language Requirements: IELTS 6.5 (with 6.0 in each of the sub tests): Please note we only accept the Academic, not the General Test.","N.A Birkbeck is recognised as being a ‘global elite’ university, ranking among the top 1 per cent of universities worldwide. Birkbeck is a world-class research and teaching institution, a vibrant centre of academic excellence and London’s only specialist provider of evening higher education. For most MPhil/PhD degrees, we require the equivalent of a good UK Master’s degree. Applicants must also meet our minimum English language entry requirements. IELTS 6.5 (with 6.0 in each of the sub tests): Please note we only accept the Academic, not the General Test. Course Level: The School of Arts also offers up to 15 research studentships for M.Phil/ PhD students that take the form of fee waivers. Study Subject: Studentships are tenable in all subject areas within the departments of English & Humanities, History of Art, Film, Media & Cultural Studies and Cultures and Languages or via the Arts and Humanities Doctoral Programme. Scholarship Award: Arts Research Studentships (ARS) awards take the form of a full fee waiver capped at the value of the full or part-time Home/EU rate for M.Phil/PhD degrees (currently £4,195 per annum full-time, £2,226 part-time), Eligibility: Eligible Countries: Home/EU and international students can apply for these studentships. Entrance Requirements: Arts Research Studentships (ARS) are open to Home/EU and International applicants applying for a full-time M.Phil/PhD place within the School of Arts, starting in the 2018/19 academic year. Applications from Home/EU students for part-time study will also be considered (at an appropriate pro rata rate and extended duration). Exceptional School of Arts students currently enrolled in their first year of full-time, or first and second year of part-time study are also eligible to apply. Current students will not be required to interview. English Language Requirements: IELTS 6.5 (with 6.0 in each of the sub tests): Please note we only accept the Academic, not the General Test. How to Apply: The application process incorporates two stages with 1) an application required to an MPhil/PhD programme within the School of Arts as well as 2) a funding application. Stage 1: Programme Application Please consult the general guidance on applying online for an M.Phil/PhD place. You can find a School of Arts Guide for Applicants here. Departmental online pages are full of information about staff and the research environment at Birkbeck that will help you develop your application. All prospective students are strongly advised to first make informal contact with a potential supervisor, and you are also welcome to contact the director of postgraduate studies (listed in the guide) in your chosen programme/department for advice. Programme Application Deadline: 12pm Monday 15 January 2018. Please be advised that all programme applicants wishing to be considered for funding will be required to attend an interview to discuss their proposal. Programme applications will be processed as soon as they are submitted. Interviews for applicants seeking funding will be completed by Friday 2 February 2018. Stage 2: Funding Application Programme applicants and current students wishing to be considered for funding must complete the funding application form, which can be downloaded here: The completed form should be emailed. Latest Scholarships Fulbright Scholar Program HEC US Pakistan Knowledge Corridor Fully funded PhD Scholarship HEC Cuban Government MBBS Scholarships SBW Berlin Scholarship for International Students SBW Berlin Scholarship for International Students MEXT Japan Teachers Training Scholarships Turkiye Burslari Scholarships BEEF Local and Foreign scholarships for LLM and PhD in Law",,All Pakistan,,Introduction: Birkbeck University of London offers upto 15 research studentships for Home/EU and international students which can help in form of fee waivers. Studentships are available for M.Phil/ PhD students. The aim of the School of Arts Research Studentships is to enable and encourage academically able students from any nationality.,2025-10-04T14:30:27.970552+00:00
School of Law Postgraduate Fee Awards for Master’s Students in UK,https://www.eduvision.edu.pk/scholarships/school-of-law-postgraduate-fee-awards-for-masters-students-in-uk-scholar-396,,"Masters/MPhil, PhD",Merit & Need Based,,"Eligible Countries: UK/EU and international students can apply for these scholarships. Entrance Requirements:  School of Law Postgraduate Fee Awards may be awarded by the College on the recommendation of the School’s Research Committee to candidates with an outstanding academic record who shows high potential for strong performance on one of the School’s Master’s programmes. Awards may be made for full-time or part-time study and to Home, EU students or International students. Where an award is made to an international student the student will be liable for the balance of their fees for the duration of their programme of study. Candidates will be expected to fulfil similar academic criteria to those demanded by external funding bodies. They will normally possess at least an upper second class honours degree or equivalent and not normally have previously completed a Postgraduate Taught Programme. The competition is open to new students only.  English Language Requirements: If English is not your first language you will need to meet the university’s English language requirements for postgraduate courses.","N.A If English is not your first language you will need to meet the university’s English language requirements for postgraduate courses. Course Level: Scholarships are available to study LLM/MA Human Rights, LLM/MA Criminal Law and Criminal Justice, LLM International Economic Law, Justice and Development, LLM General and MSc Global Criminology. Study Subject: Scholarships are awarded within the school of law. Scholarship Award: The awards will cover the cost of fees only at the home/EU rate. Where an award is made to an international student, the student will be liable for the balance of their fees for the duration of their programme of study. Eligibility: Eligible Countries: UK/EU and international students can apply for these scholarships. Entrance Requirements: School of Law Postgraduate Fee Awards may be awarded by the College on the recommendation of the School’s Research Committee to candidates with an outstanding academic record who shows high potential for strong performance on one of the School’s Master’s programmes. Awards may be made for full-time or part-time study and to Home, EU students or International students. Where an award is made to an international student the student will be liable for the balance of their fees for the duration of their programme of study. Candidates will be expected to fulfil similar academic criteria to those demanded by external funding bodies. They will normally possess at least an upper second class honours degree or equivalent and not normally have previously completed a Postgraduate Taught Programme. The competition is open to new students only. English Language Requirements: If English is not your first language you will need to meet the university’s English language requirements for postgraduate courses. How to Apply: Before you can apply for this funding, you must submit an application to the College for one of our eligible master’s programmes. Candidates will be considered for admission first, and for the award only after they have been offered a place (at least conditionally) onto the programme. Once you have been offered a place, you can apply using the relevant application form. Latest Scholarships Fulbright Scholar Program HEC US Pakistan Knowledge Corridor Fully funded PhD Scholarship HEC Cuban Government MBBS Scholarships SBW Berlin Scholarship for International Students SBW Berlin Scholarship for International Students MEXT Japan Teachers Training Scholarships Turkiye Burslari Scholarships BEEF Local and Foreign scholarships for LLM and PhD in Law",,All Pakistan,,"Introduction: The Birkbeck, University of London is offering School of Law Postgraduate Fee Awards for full-time or part-time study and to Home, EU students and international students. The Birkbeck, University of London, is a public research university located in Bloomsbury, London, England, and a constituent college of the federal University of London. School of Law Postgraduate Fee Awards for Master’s Students in UK Overview Levels: MS/MPhil Fields: Social Sciences Type International Category Merit Based Area All Pakistan Deadline N.A If English is not your first language you will need to meet the university’s English language requirements for postgraduate courses.",2025-10-04T14:30:29.982065+00:00
School of Law Scholarships for International Applicants at University of Manchester in UK,https://www.eduvision.edu.pk/scholarships/school-of-law-scholarships-for-international-applicants-at-university-of-manchester-in-uk-scholar-421,,"Bachelor, Masters/MPhil, PhD",Merit Based,,"Eligible Countries: International students are eligible to apply for this scholarship programme.  Entrance Requirements: To be eligible for this scholarship you must meet the following requirements:  First Class in Undergraduate Degree or equivalent This funding is available to international students. This award is available to exist postgraduate students. Applicants must hold an offer of study at The University of Manchester before applying for this funding. The scholarship criteria are that applicants must have: Applied for a for a full- time, campus-based Postgraduate Taught programme (LLM, Criminology or Healthcare, Ethics, and Law) at the School of Law, the University of Manchester, for the 2018-19 academic year Firmly accepted an offer of study by the funding application deadline Received a first-class honours degree or equivalent Applicants must not be holding another scholarship from The University of Manchester or a full scholarship from another institution.  English Language Requirements: Applicants whose first language is not English are usually required to provide evidence of proficiency in English at the higher level required by the University.","N.A Applicants whose first language is not English are usually required to provide evidence of proficiency in English at the higher level required by the University. Course Level: Scholarships are available to pursue Postgraduate taught programme. Study Subject: Scholarships are awarded within the School of Law. This funding is available to students undertaking study in: Criminology Healthcare Ethics and Law Law Scholarship Award: The School of Law scholarship offers eligible applicants a £5,000 reduction in tuition fees. Eligibility: Eligible Countries: International students are eligible to apply for this scholarship programme. Entrance Requirements: To be eligible for this scholarship you must meet the following requirements: First Class in Undergraduate Degree or equivalent This funding is available to international students. This award is available to exist postgraduate students. Applicants must hold an offer of study at The University of Manchester before applying for this funding. The scholarship criteria are that applicants must have: Applied for a for a full- time, campus-based Postgraduate Taught programme (LLM, Criminology or Healthcare, Ethics, and Law) at the School of Law, the University of Manchester, for the 2018-19 academic year Firmly accepted an offer of study by the funding application deadline Received a first-class honours degree or equivalent Applicants must not be holding another scholarship from The University of Manchester or a full scholarship from another institution. English Language Requirements: Applicants whose first language is not English are usually required to provide evidence of proficiency in English at the higher level required by the University. How to Apply: Applicants should submit the Funding application form and academic transcripts by email to law.scholarship-at-manchester.ac.uk  by 30th June 2018. Please send all documents in PDF format. Latest Scholarships Fulbright Scholar Program HEC US Pakistan Knowledge Corridor Fully funded PhD Scholarship HEC Cuban Government MBBS Scholarships SBW Berlin Scholarship for International Students SBW Berlin Scholarship for International Students MEXT Japan Teachers Training Scholarships Turkiye Burslari Scholarships BEEF Local and Foreign scholarships for LLM and PhD in Law",,All Pakistan,https://www.law.manchester.ac.uk/study/masters/fees/,"Introduction: The University of Manchester is delighted to offer School of Law scholarships for international applicants in the UK. Selection is based on academic merit. The University of Manchester is a public research university in Manchester, England, formed in 2004 by the merger of the University of Manchester Institute of Science and Technology and the Victoria University of Manchester.",2025-10-04T14:30:33.058927+00:00
